StartDate,DistributionChannel,Progress,Duration,Finished,Consent,Age,Gender,Gender_identity,Gender_other_text,Teacher,Subject_prog,Klartdukankoda,Soc_stereotype_tech,Soc_stereotype_care,Pers_stereotype_tech,Pers_stereotype_care,Q1.RP1,Q2.RP2,Q3.RP3,Q4.RP4,Q5.RP5,Q6.RP6,Q7.RP7,Q8.RN1,Q9.RN2,Q10.RN3,Q11.RN4,Q12.RN5,Q13.RN6,Q14.RN7,Q15.LP1,Q16.LP2,Q17.LP3,Q18.LP4,Q19.LP5,Q20.LP6,Q21.LP7,Q22.LN1,Q23.LN2,Q24.LN3,Q25.LN4,Q26.LN5,Q27.LN6,Q28.LN7,FL_6_DO
44266.16186,anonymous,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44266.16251,anonymous,2,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44266.51683,anonymous,4,24,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.63184,anonymous,100,125,1,1,14,1,1,-99,1,1,1,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273.68498,anonymous,100,395,1,1,32,2,2,-99,2,1,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22C3757,28C776,27C787,24C790,20C984,24C896,29C868,30C749,18C823,29C695,20C1103,22C880,26C792,26C538,30C532,21C831,28C587,25C609,18C722,17C699,END","10X2641,3C1134,13C797,4C601,7C861,1C581,9C659,7C642,2C702,10C627,5C621,13C642,2C549,15C591,15C583,1C518,11C660,12C691,9C639,4C590,END","9C1124,18C839,11C797,17C805,10C632,30C696,12C611,29C746,15C772,28C872,5C912,20C735,3C755,24C1020,4C612,21C844,7C834,27C848,1C691,25C757,END","2C792,26C730,4C595,26C556,1C528,27C628,13C608,21C618,11C655,27C678,13C615,18C680,1C559,29C574,9C579,22C605,3C561,18C665,7C729,17C696,5C640,20C747,10C658,24C802,11C655,28C663,2X1413,30C824,4C641,29X1170,15C817,25C854,9C762,20C791,12C751,28C733,3C681,24C768,10C773,22C796,END","17C783,26C855,27C770,27C908,20C580,29C665,18C883,22C658,24C573,29C763,24C693,28C621,28C635,27C661,21C603,20C587,21C592,26C710,27X1360,25C760,29C638,17C588,25C615,20C652,26C673,25C665,25C575,30C641,17C582,30C730,20C584,22C634,18C651,18C615,24C615,24C567,22C606,30C549,28C649,21C721,END","15C809,27C859,2C660,28C693,4C629,21C830,10C633,24C711,1C615,17C626,9C616,18C708,5C576,26C828,13C706,30C789,3C643,20C934,12C746,29C705,END","9C819,21C665,4C758,17C748,3C638,30C628,12C564,24C573,13C684,18C543,4C716,24C666,7C583,22C540,5C609,17C556,1C473,30X1134,13C1038,27C676,2C623,20C593,15C581,22C696,9C610,26C664,10C563,29C637,12C612,18C643,10C603,25C704,1C598,27C708,7C539,28C676,11C673,26X1320,3C670,29C714,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44274.13402,anonymous,100,476,1,1,43,2,2,-99,3,1,3,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22C1590,28C990,20C4320,21C2061,27C2107,30C763,25C924,22C1006,28C879,24C972,17C837,17C723,21C1098,24C880,29C980,18C1038,26C791,30C797,29C1055,27C1470,END","12C1199,10C695,12C646,13C767,1C998,2C785,3C704,11C879,2C912,5C742,15C704,15C641,9C607,3C774,11C610,7C1150,4C1012,7C681,4C668,10C768,END","3C1976,27C773,1C739,22C783,4C612,20C706,13C738,21C940,15C756,26C751,10C657,25X1873,11C1510,17C905,5C1673,28C712,7C741,29C1048,12C995,24C945,END","10C641,25C814,9C496,21C836,2C994,20C671,12C656,22C788,10C668,24C1626,3C775,17C841,5C713,29X1606,7C776,28C795,9C601,26C698,4C1270,22C780,11C843,18C946,1C939,21C1006,11C704,25C899,12C607,27C822,3C924,17C847,13C706,29C1052,15C754,26C712,5C844,30C1015,4C904,24C750,2C636,28C866,END","20C1418,29C1078,24C684,20C790,21C715,22C647,21C737,18C693,28C745,27X1454,22C827,25C873,28C789,17C1664,27C942,30C858,29C707,20C838,25C894,30C775,17C989,24C818,17C737,26C1289,27C751,28C683,22C880,30C725,20C984,24C729,18C739,25C880,26C851,18C946,17C872,26C716,21C806,25C700,29C780,30C681,END","3C1691,21X4803,2C1580,30X4483,12C1487,24C1529,13C1839,17C1906,7C1292,29C3027,1C1132,20C1022,9C1453,26C1485,4C1211,25C971,15C1308,22C1845,10C847,27C1045,END","5C1740,29C1262,13C980,20C1039,9C969,27C1240,11C1154,17C1210,7C1096,28C988,11C1221,22C982,10C890,28C1572,2C879,30C789,4C795,21C970,15C698,30C873,10C922,18C1369,2C975,21C1273,3C920,24C1289,1C996,26C1086,9C1836,18C1388,3C2246,20C976,4C929,27C2164,7C964,25C1045,13C1112,17C977,12C1091,26C1018,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44274.14013,anonymous,100,80,1,1,33,1,1,-99,4,2,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44274.25774,anonymous,100,622,1,1,49,2,2,-99,1,1,3,1,5,3,4,"17C2448,21C1358,30C813,21C1102,20C1564,30C953,26C930,25C1014,24C1297,29C1443,24C975,20C1276,29C2101,25C885,18C994,18C787,22C888,26C820,27C1414,28C901,END","1C2216,4C924,3C1138,12C892,13C813,10C788,15X5438,7C1417,11C1091,10C803,9C751,3C1023,7C1194,11C863,5C1325,9C789,13C762,2C1011,4C811,5C742,END","5C856,17C834,15C1695,27C1292,7C805,24C1635,12C671,30C2381,9C1265,29C1094,11C642,22C753,4C1290,25C3387,2C762,18C871,3C906,20C1138,10C893,28C1273,END","7C864,22C745,11C711,28C895,4C932,21C902,9C677,22C707,4C1020,30C1012,13C780,18C765,2C757,30X1694,2C712,27C963,9C876,26C974,1C775,26C1141,3C677,27C1027,12C837,25X1407,15C1436,29C1256,10C793,21C722,10C808,17C916,15C1001,24C999,3C840,18C924,1C752,25C813,5C757,17C872,11C879,20C1115,END","18C807,24C731,17C709,21C845,29X1294,26C786,29C1123,17C903,27C782,21C808,25C974,28C1814,27C1920,18C995,25C1002,28C2795,25C1185,25C526,30C959,22C846,26C732,21C1021,24C860,26C733,27C944,18C986,29C1056,26C714,20C765,22C828,28C861,20C2701,24C852,22C770,30C868,20C1265,30C728,20C929,21C970,17C861,END","7C1487,30C1186,12C806,28X1637,4C1796,27C1800,5C967,21C986,1C1061,25C1116,13C779,24C1224,10C751,20C894,3C876,22C1591,9C1117,29C909,11C1119,17C933,END","5C654,27C775,11C773,24C700,7C759,29C863,15C1271,21C1019,2C900,17C982,7C752,26C695,9C698,30C782,5C1524,30C839,15C941,27C981,1C1228,18C973,10C896,20C988,3C766,22C857,12C1374,26C846,2C813,28C957,4C689,29C1057,13C727,24C787,13C742,17C850,11C810,21C911,12C662,18C1604,1C946,25C878,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44267.22537,anonymous,93,415,0,1,29,2,2,-99,1,2,1,1,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18C2207,24C1108,26C867,21C1349,18C788,25C883,17C965,30C749,29C2452,29C1060,30C964,28C1076,27C731,28C947,27C602,24C759,22C719,20C837,17C948,21C996,END","1C1301,12C716,10C678,9C564,9C485,5C811,2C733,5C644,7C741,4C669,3C1157,13C965,2C877,15X74309,3C835,10C677,4C660,13X1092,15C605,11C652,END","3C1302,24C812,1C2445,17C933,15C932,21C909,12C804,20C2933,2C884,25C780,13C547,26X1141,4C709,30C741,7C829,27C957,10C732,18X1117,9C651,29C932,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44274.31962,anonymous,100,555,1,1,45,2,2,-99,2,1,3,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,"18C1194,18C1929,26C1160,25C931,28C1236,21C1410,24C1354,24C976,20C1719,27C1203,22C1454,27C1652,29C1209,26C897,17C1030,25C1129,20C1223,22C1261,30C935,29C1003,END","3C1408,12C1007,9C1032,1C874,15C919,3C820,13C864,1C899,9C868,2C871,4C1066,7C907,15C963,13C956,10C842,7C790,11C962,2C915,5C790,11C819,END","5C1205,27C1469,15C1277,28C1801,1C1253,21C1509,3C1141,17C1405,13C1222,18C1410,7C1166,29C1423,9C1182,22C1404,12C1147,30C1388,10C1281,26C1283,2C1503,20C1388,END","7C1095,17C1080,5C849,21C1168,2C912,17C1151,15C1130,27C955,5C1042,25C1046,3C1010,28C1099,2C954,18C1211,1C980,29C1073,9C960,28C1150,4C997,26C961,11C954,22C1236,12C1041,29C983,1C874,26C1136,12C941,22C1422,9C1268,30C942,11C911,20C1737,15C1030,20C764,13C855,24C1121,7C960,25C1408,10C1016,18C1060,END","25C1252,25C950,27C951,24C888,18C802,18C667,25C835,28C931,26C763,20C883,18C818,24C816,26C858,30C1168,30C723,20C833,17C809,20C700,22C913,17C746,21C790,22C814,27C980,21C853,29C915,24C825,28C881,28C695,26C751,30C675,29C842,30C631,29C752,17C792,22C659,21C820,27C813,20C1048,28C844,21C893,END","4C1229,24C838,13C801,18C905,12C975,27C1323,15C904,21C835,3C930,29C1080,5C857,26C964,2C815,28C1020,11C1125,22C976,7C1119,25C1184,9C913,20C1016,END","11C874,24C887,9C1020,27C1063,7C1097,22C871,3C1097,20C1292,4C911,28C842,13C857,24C893,1C899,30C1095,1C1305,18C1105,5C952,25C1330,10C903,21C1504,12C857,27C1133,4C961,26C1053,10C947,29C1269,5C874,17C1111,3C828,17C1176,15C785,30C1459,2C1036,21C1077,15C828,20C898,9C957,26C1517,11C946,25C914,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
44274.58113,anonymous,100,94,1,1,47,2,1,-99,3,1,3,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44275.57572,anonymous,100,531,1,1,80,1,1,-99,3,2,3,2,4,2,4,"20C7591,27C1287,18C1211,17C985,29C1727,21C1143,30C1075,24C1177,26C1233,27C1408,22C947,28C1049,17C939,25C1364,28C1033,18C972,25C1591,24C929,29C1265,22C868,END","10C1782,11C853,2C857,5C1047,4C756,2C710,12C771,10C863,12C857,1C825,5C835,3C738,15C1054,1C843,7C802,7C726,9C834,13C811,13C713,15C773,END","9C1185,17C764,4X1002,25C1077,5C790,21C928,12C906,29C972,13C896,26C1075,15C742,28C1028,3C787,24C852,7C698,20C863,11C897,27C890,2C1014,18C1018,END","10C1207,25C905,2C872,29C1118,5C801,28C875,1C771,25C923,11C821,24C899,10C901,28C911,3C822,17C914,5C941,21C878,13C781,20C934,4C848,30C1014,12C816,30C929,11C810,27C984,4X1191,24C1790,15C956,21C925,7C838,20C792,2C867,26C922,12C1037,22C1101,9C877,26C909,9C862,18C869,1C828,18C906,END","18C950,28C877,18C884,28C808,21C862,17C918,27C896,29C1029,27C1019,30C796,21C926,18C818,22C724,30C790,22C800,20C1146,17C1037,20C855,27C1123,25C899,27C693,26C740,21C813,29X1856,26C1532,20C959,20C813,24C676,24C746,17C926,25C981,22C944,30C1059,17C1217,26C944,25C1130,29C962,24C833,28C852,25C1100,END","5C1921,17C1706,1C1333,21C1436,13C1224,26C1700,15C1380,28C2263,3C1639,29C2067,11C1363,22C1900,2C1212,18C1500,10C1161,20C1417,12C1036,25C966,7C1200,30C988,END","9C1418,26C1225,11C803,28C858,10C952,30C1131,13C908,18C1092,10C921,26C1176,5C888,17C1090,1C1062,24C1456,2C1026,22C935,1C1158,20C1130,9C1089,27X1490,5C2119,25X2193,3C1438,21C1107,15C920,29C1968,3C1091,24C934,7C1049,21C1302,7C962,22C912,11C1132,18C1681,12C986,27C1047,13C1053,29C1411,4C772,30C1010,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44269.36892,anonymous,33,98,0,1,26,1,1,-99,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44277.01394,anonymous,100,727,1,1,58,2,2,-99,1,1,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30C8645,29C3002,26C1340,20C3836,28C1260,29C1815,22X6704,25C1196,18C1213,26C925,27C1212,25C949,24C1237,28C893,22C733,21C1142,20C1165,18C949,24C973,17C894,END","9C1903,15C863,13C730,11C946,4C1026,13C659,1C676,2C673,5C651,11C700,7C860,3C657,9C754,15C624,12C587,10C626,4X2206,3C730,7C592,1C615,END","5C1919,17X6441,9C1322,27C1950,11C1355,26C1783,4C1884,18C1028,2C999,21C1077,7C997,24C905,1C893,25C1076,13C806,28C802,12C773,30C1724,15C733,22X1898,END","9C1599,18X1372,10C753,27C784,12C756,20C988,2C839,20C667,7C676,28C781,7C731,17C714,9C732,26X1328,11C1466,18X1555,3C770,25C1016,15C682,29C979,4C643,25C773,10C715,27C763,1C696,21C1002,1C695,24C1182,13C715,22C862,3C854,29C931,15C664,30C1043,5C612,30X1674,2C3266,17C917,13C1237,22C813,END","17C1871,25X3061,20C1158,26C851,21C543,30C757,18C637,17X1382,26C1394,24C2207,30C1187,27C1207,21C869,22C956,29C1020,27X1536,18C1132,29C822,20C3088,20C872,17C761,27C1228,17C761,25C1176,28C1996,24C774,28C805,27X1851,30C2949,22C814,24C709,21C821,25C780,26C733,25C845,28C741,29C812,18C781,20C644,22C517,END","12C2208,27X2144,11C1038,28C1023,10C684,26C700,4C782,22C667,1C708,25X1214,15C1912,20C877,5C1417,21C701,9C686,29C1455,2C757,17C725,7C734,24C1221,END","1C1361,17C771,5C533,30C778,5C607,21C766,2C620,29C2609,4C851,22C853,3C622,18C621,2C504,26X1041,15C658,27C741,12C660,28C775,12C589,21C658,7C731,25C786,15C705,27C1490,11C730,20C863,1C707,22C675,9X1622,24C719,10C769,29C949,9C588,18C721,3C697,24C647,13C757,25C762,10C734,26C738,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44277.19932,anonymous,100,469,1,1,52,1,1,-99,1,1,3,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27C1384,20C1737,21C975,25C935,24C837,30C1680,29C1333,30C858,28C918,18C755,27C1073,28C967,29C815,17C792,26C906,22C889,20C876,21C896,18C789,24C935,END","5C1605,11C866,2C927,3C821,12C774,1C880,13C780,15C756,1C777,12C740,4C915,3C745,11C774,5C825,2C938,10C800,9C1718,10C711,7C837,13C814,END","9C3224,17C3313,11C1029,21C1281,7C1444,28C2423,5C1783,20C1444,3C1031,18C900,12C984,27C1149,2C1080,25C1033,13C968,22C956,15C1086,30C902,1C1338,26C945,END","9C886,29C863,4C1485,18C919,2C1092,25C1278,10C768,22C1135,11C981,29C871,12C777,21C795,5C1021,17C1335,13C710,26C884,7C767,24C802,1C963,20C938,5C1583,24C2568,2C1255,18C979,1C988,30C885,9C867,30C852,12C728,17C750,13C910,27C1324,10C764,25C1059,15C798,28C889,3C868,28C1106,4X3452,20C1768,END","22C1664,30C674,28C977,26C777,21C793,27C739,21C881,26C671,18C707,27C712,21C711,28C692,17C688,25C752,29C959,29C622,17C649,29C761,17C707,21C846,18C742,25C660,20C972,22C1051,30C962,25X2098,29C855,27C834,20C748,20C731,28C867,30C932,24C724,28C819,26C807,22C684,24C788,18C898,20C789,24C686,END","3C734,22C768,2C961,20C807,12C689,29C961,15C724,30C995,9C641,21C762,7C820,26C726,11C749,27C715,1C715,28C693,5C802,24C724,13C672,17C688,END","1C823,20C1547,12C681,25C798,11C656,21C684,2C1133,28C732,3C684,20C702,10C716,17C697,12C713,28C765,7C755,22C1057,15C669,27C1032,15C604,17C581,3C652,30C625,7C660,26C687,11C701,26C762,2C746,29C833,9C596,24C605,13C631,24C641,5X1374,22C835,4C852,29C1325,10C656,30C699,1C662,18C769,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44277.20822,anonymous,100,2712,1,1,48,2,2,-99,1,1,1,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,"21C4709,22C1742,26C2521,24X3942,20C3544,29C1427,27C1434,22C2081,21C1135,30C1174,25C1215,17C910,20X2467,29C1803,17C822,30C831,18C806,25C1157,28C1225,27C1066,END","7C2838,2C853,4C982,1C803,9C756,10C824,5C977,7C975,12C968,3C734,12C717,11X2789,15C723,9C748,13C812,5C833,1X2434,11C1350,4C1096,15C951,END","12C3042,26C1749,13C1064,24C1627,15C1240,28C1235,5C1199,22C1971,1C917,18C1174,11C1255,27C1086,7C1117,30C905,3C817,21C910,10C1668,25C1191,2C1270,20C3284,END","7C1072,28C937,12C743,21C1078,1C926,29C1033,13C924,18C890,5C1167,28C1568,10C903,27C1567,10C823,22C1276,12C704,18C817,4C969,26C970,9C853,22X3283,15C744,21C775,7C774,27C789,5C738,24C894,1C822,26C1119,13C799,25C1237,11C868,30C1082,2C856,20C1703,3C756,25C976,3C1118,17X2030,9C1385,20C829,END","18C1557,29C911,17C869,26C1028,21C968,21C925,17C966,29C842,29C1076,20C842,24C1125,21C740,24C896,27C876,22C764,25C705,30C817,29C905,18C816,30C1060,20C958,26X1411,28C949,27C749,25C1348,25C725,26X2401,28C757,27C796,22C995,24C2162,17C900,17C927,22C917,24C1240,18C791,20C868,26C723,28C844,30C831,END","5C1150,20C3324,10C868,26C939,12C769,24C843,11C846,30X2930,4C3898,17C1166,7C858,22C1545,13C743,28C876,1C1199,29C919,2C726,21C1054,9C811,25C814,END","7C1318,27C959,5C905,18C1051,13C777,26C844,10C868,25C1832,12C864,20C815,4C857,18C855,10C821,27C916,3C808,30C779,15C886,26C1971,2C960,25C1447,5C995,29C2418,9C804,22C805,1C1110,17C1054,3C881,30C841,4C799,22C850,13C793,28C1223,9C730,17C892,7C818,24C770,11C727,24C971,12C714,21C1005,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
44277.49354,anonymous,100,466,1,1,53,2,2,-99,2,2,1,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20C13267,30X18041,21C2676,22C3261,29C1430,27C1169,24C1000,20C1199,25C1029,26C974,21C1011,24C983,28C1245,30C959,22C836,27C1062,17C1051,18C988,28C1081,26C886,END","3C1217,11C1081,5C822,12C742,7C864,3C1043,15C844,7C1085,13C843,12C988,9C760,10C747,11C721,4C811,5C720,1C803,15C843,10C690,2C751,2C791,END","9C1074,22C893,3C901,24C975,4C1099,28C789,5C740,27C956,13C784,25C861,15C787,29C973,7C782,17C1048,12C770,30C754,11C738,21C814,1C1060,20C1202,END","3C1050,29C883,11C851,26C701,4C718,18C821,10C805,17C778,2C860,28C949,2C728,24C931,11C724,24C866,3C840,27C782,7C739,29C962,13C773,20C953,13C1063,22C803,15C801,25C858,1C756,17C1043,9C735,21C824,5C886,18C1044,1C746,30C745,10C833,26C1048,15C721,27C734,12C734,25C798,5C757,22C820,END","17C1787,22C789,28C967,28C809,21C847,20C1178,26C967,22C812,28C689,24C891,17C813,29C951,25C783,30C737,18C1047,18C742,25C1001,29C766,27C730,27C721,21C872,20C911,30C898,21C777,22C782,24C758,26C924,27C669,24C865,29C819,25C893,27C748,25C710,24C756,30C754,17C825,26C782,18C919,21C795,20C748,END","11C1705,21C1283,13C826,30X2181,9C998,26C1626,1C812,20C1071,15C989,17C985,3C989,25C1102,4C926,18C969,12C743,22X1942,5C933,28C1422,7C1718,27C1336,END","3C1491,25C1302,9C944,21C758,15C762,22C731,2C867,22C831,11C1401,27C1118,3C1023,18C944,2C1449,26C997,12X1671,30C2853,13C1295,24C1881,1C965,30C756,4C811,28C782,15C952,27C939,12C748,17C1343,13C1047,29C1005,5C1025,20C1143,1C846,17C865,4C779,25C941,7C1089,21C883,9C701,24C1031,10C717,29C1022,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44277.4949,anonymous,100,789,1,1,48,2,2,-99,3,1,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30C11133,29C3118,30X3660,28C3674,18C1305,21C1177,29C2577,26C1625,22C1417,24C1138,26C1508,27C1495,21C1144,17C1345,24C1017,20C910,18C1525,28C954,25X3680,22C1634,END","12C3699,2C1357,7C1339,2C949,3C749,12C844,3C783,9C1208,10C659,1C757,13C793,10C1006,5C806,7X1844,11C1665,15C868,15C868,4X1143,1C887,13C805,END","5C2438,29C1657,10C980,26C1111,11C863,18C992,13C771,20C933,9C825,30C765,4C1546,22C1097,7C1190,21C1192,3C1031,28C1118,15C989,24C998,2C1136,27C1510,END","7C998,29C881,15C841,28C842,9C654,22C1124,3C933,25C1120,12C794,24C877,5C832,27C913,5X1498,26C1336,12C789,18C929,1C756,26C1009,9C729,24C834,10C1099,21C1140,13C839,21C832,15C782,30C758,10C860,29C849,4X1366,17C1023,2C1076,18C857,7C1000,28C1102,11C884,30C727,1C1519,20C831,2C908,20C823,END","18C1380,29C1038,30C973,17C809,17C1121,28C1090,29X1463,17C1207,27X1581,22C1035,18C917,18C863,28C1018,27C1350,26C1028,21C929,28C1015,22C919,30C880,20C915,25C1194,25C776,20C770,21X1314,26C1047,30C1305,29C1121,25C998,27C983,22C981,20C915,30C825,20C1046,24C1494,26C783,27C1564,24C789,21C1061,24C1530,21C828,END","15C1258,17C1176,12C874,25C893,11C952,22C767,1X1876,26C1112,13C726,27C852,2C955,18C787,3C695,30C930,5C723,29C1119,7C1004,21C959,9C837,20C839,END","1C951,21C811,10C842,27C685,11C722,24C766,1X1713,27C870,13C884,25C812,5C715,18C895,4C935,17C704,4C796,22C666,13C712,26C742,9C519,20C828,12C1025,29C1040,11C842,22C701,7C1245,26C872,9C1092,28C837,15C808,25X1584,7C1081,29C937,5C1577,30C822,10C853,18C784,2C1673,17C710,3C605,24C705,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44271.11076,anonymous,33,56,0,1,32,2,2,-99,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44278.45476,anonymous,100,572,1,1,28,2,2,-99,2,2,3,2,4,3,4,"24C1341,28C781,29C950,30C682,25C781,22C718,21C1048,20C720,17C733,21C793,27C830,29X1271,26C769,20C738,26C735,22C888,18C685,18C563,25C749,27C683,END","1C1071,9C661,12C649,2C724,3C715,13C665,7C719,1C589,5C687,2C623,15C673,4C638,5C688,11C718,10C625,11C603,15C723,9C538,13C649,4C1438,END","9C680,25C813,15C602,22C700,4C625,17C708,1C665,27C713,5C612,28X1100,12C653,24C728,10C788,30C831,3C596,21C940,11C687,29X1220,2C709,20X2229,END","5C702,17C827,15C587,24C723,2C724,27C592,1C628,30C709,12C748,29C731,11C652,29C636,13C650,18C755,4X1122,26C631,13C665,17C726,10C666,21C932,4C669,20X1782,7C854,24X1107,9C579,25C894,9C640,28C925,7C718,21C835,1C740,28X1395,10C629,22C982,5C934,25C795,15C659,30C746,3C747,22C783,END","29C1018,29C576,24C828,28C896,20C1753,21X1078,29C1008,22C728,20C1443,20C757,25C866,24C849,21C835,22C695,18C821,27X1725,25X1183,22C1011,30C814,28C928,22C680,27C898,18C805,29C784,21C872,28C759,26X1223,17C847,18X1042,30C890,25C1177,24C771,30C645,26C915,17C694,26C990,27C851,17C702,25C670,24C1203,END","7C935,24X1366,4C2832,22X4136,10C1026,28C1174,9C684,17X1836,5C962,18C1205,1C805,20C980,3C680,27C1228,13C666,30C1024,11C654,25C1232,15C692,29C1028,END","1C718,18C768,5C623,22C761,13X1458,27C1242,7C724,29C1087,12C863,21C830,7C674,18C776,3C841,17C872,5C684,17C890,10C710,26C764,4C929,20C1087,12C797,25C909,11C802,27C961,2C762,24C934,15C1559,28C904,4C775,25X1168,10C720,28C982,1C722,24C795,15C748,21X1706,9C739,30C1347,9C838,26C988,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44280.14463,anonymous,100,350,1,1,27,1,1,-99,2,2,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26C1042,25C902,21C790,30C700,20C1023,28C765,25C1235,18C922,27C1048,21C708,17C745,20C908,29C715,28C788,26C701,18C672,17C816,22C1104,29C739,24C644,END","7C1140,15C584,10C629,10C537,5X3071,7C721,13C758,4C803,2C737,9C708,5X1462,12C1183,15C826,1C659,2C881,9C714,12C613,3C939,4X1237,11C1202,END","9C1781,18C761,13C644,22C699,5C724,24C646,3X1277,20C739,2C944,30C799,15C675,26C811,11C781,21C680,1C711,27X1424,7C809,28C958,10C844,25C899,END","15C711,30C745,7C757,28C682,9C622,17C662,12C605,30C790,3C649,21C704,3C708,21C657,15C667,29C788,1C776,18C716,5X955,20C737,7C705,29C764,11C636,18C666,2C748,22C1257,4C722,24C604,13C690,28C696,5C678,17C658,9C690,26C743,11C617,26C620,10C646,25C684,10C547,20C829,4X1047,27C1073,END","20C1014,22C703,25C872,29C1111,25C735,29C571,20C733,22C630,20C687,18X1108,30X983,27X1433,25C869,21X1049,21C829,28C684,28C649,24C932,17C602,18C711,17C614,24C626,28X930,22X710,27C881,26X742,29C739,26C564,27C374,26C540,17C628,26C623,27X981,30C703,20C678,21C634,24C511,18C575,22X890,30C702,END","12C1843,29C938,3C722,28X1353,10C646,18C887,11C682,27C992,4C900,17C883,9C704,30C986,5C738,24C1291,1C745,22C906,2C748,20C1912,13C762,25C1062,END","2C1137,28C970,1C658,18C789,4C683,27X1163,9C582,18C580,5C785,28C955,9C637,20C811,15C736,25C582,5C593,25C719,10C677,21C871,3C618,21C722,11C1207,27X1299,2C741,22X872,11X911,17X1259,15C652,29C680,7C634,17C708,13C653,26X1048,1C729,20X1092,10C654,30C775,12C1661,24X1723,4C729,29C1349,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
